CustomerID,DeviceType,DeviceName,OperatingSystem,IPAddress,MACAddress,IsTrusted
922,Mobile,Samsung Galaxy S24,Android,10.241.242.226,CB:CA:5C:57:CE:AA,0
923,Mobile,Vivo V30,Android,10.30.131.187,2E:52:09:93:25:58,0
924,Laptop,Dell Inspiron 15,Windows,10.101.167.232,4A:99:33:42:15:43,0
925,Tablet,iPad Air,iPadOS,10.199.134.206,27:C3:5A:2D:66:D3,0
926,Tablet,iPad Air,iPadOS,10.208.237.74,5F:DC:26:EF:E1:7E,0
927,Laptop,Lenovo ThinkPad,Windows,10.29.245.81,E7:30:85:35:70:0F,0
928,Tablet,iPad Air,iPadOS,10.130.214.65,89:96:5F:7C:F1:FD,0
929,Laptop,MacBook Air M3,macOS,10.22.73.170,66:9D:AC:AA:22:1B,0
930,Mobile,Samsung Galaxy S24,Android,10.163.129.58,73:CB:3A:00:28:88,0
931,Laptop,Lenovo ThinkPad,Windows,10.35.112.40,15:1A:F2:DD:FA:2D,0
932,Mobile,iPhone 15,iOS,10.20.174.178,8D:39:22:A2:5A:DA,0
933,Laptop,HP Pavilion,Windows,10.212.107.251,29:FA:D9:C4:6C:0F,0
934,Mobile,Vivo V30,Android,10.6.152.94,DD:D8:0F:23:10:74,0
935,Laptop,Lenovo ThinkPad,Windows,10.176.56.239,21:C0:39:44:51:79,0
936,Laptop,Lenovo ThinkPad,Windows,10.217.172.169,8E:CA:62:06:82:24,0
937,Mobile,Vivo V30,Android,10.74.245.226,73:94:70:1E:B3:53,0
938,Mobile,Vivo V30,Android,10.16.211.160,2D:DC:4F:ED:3E:AD,0
939,Laptop,Dell Inspiron 15,Windows,10.106.160.84,C7:EE:55:57:9B:53,0
940,Tablet,iPad Air,iPadOS,10.1.10.126,43:EB:86:DE:B7:39,0
941,Mobile,Samsung Galaxy S24,Android,10.195.26.120,D5:C6:AE:9E:1E:60,0
942,Laptop,Dell Inspiron 15,Windows,10.217.178.74,F5:FE:BC:F8:C9:F5,0
943,Mobile,OnePlus 12,Android,10.205.142.70,FC:90:08:3A:68:DA,0
944,Tablet,iPad Air,iPadOS,10.110.225.38,8D:5C:84:BC:00:C6,0
945,Laptop,Dell Inspiron 15,Windows,10.210.189.128,C3:75:88:CE:C5:54,0
946,Laptop,Dell Inspiron 15,Windows,10.85.189.29,FA:28:58:F3:11:AA,0
947,Mobile,OnePlus 12,Android,10.147.113.227,E3:99:A2:8E:A0:FE,0
948,Mobile,iPhone 15,iOS,10.54.94.11,EA:85:95:E9:DD:4D,0
949,Mobile,OnePlus 12,Android,10.104.172.222,18:2D:20:F1:B9:32,0
950,Laptop,Dell Inspiron 15,Windows,10.226.232.241,8F:C6:CE:86:0C:54,0
951,Mobile,iPhone 15,iOS,10.27.23.28,22:0D:43:36:7A:CC,0
952,Laptop,Dell Inspiron 15,Windows,10.201.253.33,DE:BF:54:7F:73:CB,0
953,Mobile,Vivo V30,Android,10.20.184.158,7B:F0:71:45:8B:B2,0
954,Laptop,HP Pavilion,Windows,10.198.93.95,4A:A3:75:06:A4:00,0
955,Mobile,OnePlus 12,Android,10.245.104.199,16:4A:84:71:16:52,0
956,Mobile,OnePlus 12,Android,10.227.27.184,E6:C2:F6:9A:7F:C7,0
957,Mobile,Vivo V30,Android,10.206.121.78,AD:02:E6:0B:01:87,0
958,Mobile,Samsung Galaxy S24,Android,10.44.101.134,BB:02:20:CE:80:81,0
959,Mobile,Vivo V30,Android,10.50.58.68,2D:56:9A:6F:8E:36,0
960,Mobile,Samsung Galaxy S24,Android,10.51.131.244,D2:F7:93:DB:DA:C1,0
961,Laptop,HP Pavilion,Windows,10.254.114.42,21:C2:6C:8C:44:8D,0
962,Tablet,iPad Air,iPadOS,10.215.213.115,2D:04:18:0C:7A:A1,0
963,Tablet,iPad Air,iPadOS,10.61.213.201,A9:47:8B:E2:14:10,0
964,Mobile,OnePlus 12,Android,10.50.231.47,D5:6A:B8:8C:56:7C,0
965,Mobile,Samsung Galaxy S24,Android,10.10.227.78,4B:BE:D3:60:0C:A2,0
966,Tablet,iPad Air,iPadOS,10.7.247.218,10:BA:93:E5:40:59,0
967,Mobile,Vivo V30,Android,10.41.252.216,44:D8:03:BF:B9:29,0
968,Laptop,Dell Inspiron 15,Windows,10.102.217.217,4D:6B:C3:70:1B:E9,0
969,Mobile,OnePlus 12,Android,10.125.133.35,3D:E0:E1:0B:28:85,0
970,Laptop,HP Pavilion,Windows,10.243.225.12,FA:A5:52:67:82:14,0
971,Laptop,HP Pavilion,Windows,10.12.22.92,5B:33:C6:5A:A2:2E,0
972,Mobile,Vivo V30,Android,10.40.4.191,7B:56:E3:0E:D6:FB,0
973,Tablet,iPad Air,iPadOS,10.212.235.195,DF:CE:17:02:58:5C,0
974,Laptop,HP Pavilion,Windows,10.19.12.223,FB:C7:25:25:9B:63,0
975,Mobile,Vivo V30,Android,10.190.49.232,AE:B0:FA:57:DE:9B,0
976,Tablet,iPad Air,iPadOS,10.85.247.148,D8:19:A3:B0:78:D9,0
977,Tablet,iPad Air,iPadOS,10.7.206.169,DD:AC:0A:91:3A:BD,0
978,Laptop,HP Pavilion,Windows,10.233.181.233,57:01:2E:0C:E3:AB,0
979,Laptop,Dell Inspiron 15,Windows,10.176.180.143,79:54:EF:8E:CD:0F,0
980,Laptop,HP Pavilion,Windows,10.37.162.209,73:7E:AC:29:1E:0F,0
981,Laptop,MacBook Air M3,macOS,10.4.134.138,42:42:80:56:E4:FE,0
982,Mobile,iPhone 15,iOS,10.249.102.89,BA:DD:53:37:5F:FB,0
983,Laptop,Lenovo ThinkPad,Windows,10.164.12.224,35:29:FE:57:1D:50,0
984,Mobile,OnePlus 12,Android,10.64.187.129,26:C1:65:F6:8F:24,0
985,Mobile,Samsung Galaxy S24,Android,10.178.244.96,23:43:C8:61:91:BF,0
986,Tablet,iPad Air,iPadOS,10.201.135.195,71:DB:85:62:E3:C6,0
987,Laptop,Dell Inspiron 15,Windows,10.227.11.109,3D:C1:DC:13:49:35,0
988,Laptop,Lenovo ThinkPad,Windows,10.82.54.169,64:AC:27:34:4E:37,0
989,Laptop,Dell Inspiron 15,Windows,10.146.166.68,48:73:54:B2:E6:7C,0
990,Laptop,MacBook Air M3,macOS,10.194.65.112,A2:F8:AE:EF:CC:E9,0
991,Laptop,Lenovo ThinkPad,Windows,10.178.172.144,21:B4:9C:D9:90:49,0
992,Mobile,Samsung Galaxy S24,Android,10.205.111.19,6A:EA:59:52:08:4D,0
993,Laptop,Lenovo ThinkPad,Windows,10.193.57.19,90:4E:51:5A:DA:90,0
994,Laptop,MacBook Air M3,macOS,10.17.95.148,C9:77:DA:2C:17:2E,0
995,Laptop,Dell Inspiron 15,Windows,10.120.213.175,4A:45:2C:45:D5:C1,0
996,Tablet,iPad Air,iPadOS,10.160.132.154,E2:B7:41:AC:F7:D6,0
997,Laptop,Lenovo ThinkPad,Windows,10.235.22.110,29:68:42:2D:A3:A8,0
998,Mobile,Vivo V30,Android,10.139.207.119,46:DF:F7:8E:E1:3F,0
999,Mobile,OnePlus 12,Android,10.227.187.61,35:2F:1D:6B:7D:CB,0
1000,Laptop,HP Pavilion,Windows,10.216.122.6,FB:80:F0:84:4C:37,0
